"Country_iso","Country","Industry_specific","Year","GVA_total_lcu","Currency_iso","Country_short","Industry_simple","GDP_annual_lcu","Exch_rate","GVA_annual_usd","GDP_annual_usd","GVA_perc_GDP_usd","GVA_perc_GDP_lcu","GVA_change_relative","GVA_change_rel_mean","GVA_mean_usd","GVA_mean_lcu","GVA_perc_GDP_usd_mean","GVA_perc_GDP_lcu_mean","national_industry_gva_usd","GDP_mean_usd","GDP_mean_lcu","industry_total_gva_usd","industry_annual_gva_sum_usd","industry_annual_gva_mean_usd","n_country"
"AUS","Australia","Forestry and fishing",2020,8.014e+09,"AUD","AUS","Fishing",2.191416e+12,1.453085,5515162567.91585,1508112739447.45,0.365699620701866,0.365699620701866,NA,4.27108565020898,5780597853.32165,8.14e+09,0.361017075474399,0.361017075474399,17341793559.9649,1462954469732.98,1942376285714.29,410671915629.746,61177587088.7189,1747931059.67768,35
"AUS","Australia","Forestry and fishing",2021,7.763e+09,"AUD","AUS","Fishing",2.237695e+12,1.331224,5831475394.07342,1680930482022.56,0.346919486346441,0.346919486346441,5.73533095828777,4.27108565020898,5780597853.32165,8.14e+09,0.361017075474399,0.361017075474399,17341793559.9649,1462954469732.98,1942376285714.29,410671915629.746,61816734035.4948,2377566693.67288,26
"AUS","Australia","Forestry and fishing",2022,8.643e+09,"AUD","AUS","Fishing",2.333221e+12,1.441664,5995155597.97567,1618422184364.73,0.37043211937489,0.37043211937489,2.80684034213019,4.27108565020898,5780597853.32165,8.14e+09,0.361017075474399,0.361017075474399,17341793559.9649,1462954469732.98,1942376285714.29,410671915629.746,27763803959.5156,2135677227.65505,13
"AUS","Australia","Mining and quarrying",2000,3.5467e+10,"AUD","AUS","Mining",1.283623e+12,1.724827,20562641934.5244,744203911464.744,2.7630386803602,2.7630386803602,NA,103.417667283507,86091974148.1896,105653750000,5.76127655841439,5.76127655841439,344367896592.758,1462954469732.98,1942376285714.29,3243222389514.18,22844137548.7474,5711034387.18685,4
"AUS","Australia","Mining and quarrying",2006,7.7008e+10,"AUD","AUS","Mining",1.550859e+12,1.327973,57989130803.1112,1167839255768,4.9655062130084,4.9655062130084,182.012063370846,103.417667283507,86091974148.1896,105653750000,5.76127655841439,5.76127655841439,344367896592.758,1462954469732.98,1942376285714.29,3243222389514.18,73293105934.8108,14658621186.9622,5
"AUS","Australia","Mining and quarrying",2012,1.18276e+11,"AUD","AUS","Mining",1.847979e+12,0.965801,122464151517.756,1913415910731.09,6.40028918077532,6.40028918077532,111.184664818575,103.417667283507,86091974148.1896,105653750000,5.76127655841439,5.76127655841439,344367896592.758,1462954469732.98,1942376285714.29,3243222389514.18,168307359497.534,33661471899.5068,5
"AUS","Australia","Mining and quarrying",2018,1.91864e+11,"AUD","AUS","Mining",2.151841e+12,1.338412,143351972337.367,1607756804332.3,8.91627215951364,8.91627215951364,17.0562736610989,103.417667283507,86091974148.1896,105653750000,5.76127655841439,5.76127655841439,344367896592.758,1462954469732.98,1942376285714.29,3243222389514.18,215101317142.406,21510131714.2406,10
"AUT","Austria","Fishing and aquaculture",2001,5940000,"EUR","AUT","Fishing",284030690000,1.116533,5320039.80177926,254386292209.903,0.00209132330030955,0.00209132330030955,NA,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,4617741577.49332,307849438.499555,15
"AUT","Austria","Fishing and aquaculture",2003,5860000,"EUR","AUT","Fishing",291439840000,0.884048,6628599.35207138,329665176551.5,0.00201070656640492,0.00201070656640492,24.5968000061669,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,5228109493.98528,348540632.932352,15
"AUT","Austria","Fishing and aquaculture",2005,7120000,"EUR","AUT","Fishing",306130050000,0.8038,8857924.85692959,380853508335.407,0.00232580891683126,0.00232580891683126,33.6319241283086,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,6843489840.55338,456232656.036892,15
"AUT","Austria","Fishing and aquaculture",2007,9980000,"EUR","AUT","Fishing",328508780000,0.729672,13677378.328893,450214315473.254,0.00303797055287229,0.00303797055287229,54.4083806287104,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,7471706603.14763,498113773.543176,15
"AUT","Austria","Fishing and aquaculture",2009,12370000,"EUR","AUT","Fishing",320758820000,0.716958,17253451.3876685,447388577852.538,0.00385648008057892,0.00385648008057892,26.1458956006294,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,7088041313.81794,472536087.587863,15
"AUT","Austria","Fishing and aquaculture",2011,16240000,"EUR","AUT","Fishing",336198820000,0.718414,22605350.1184554,467973647506.869,0.00483047501475466,0.00483047501475466,31.0192935345798,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,9351478859.26923,623431923.951282,15
"AUT","Austria","Fishing and aquaculture",2013,22190000,"EUR","AUT","Fishing",338572800000,0.752945,29470944.092862,449664716546.361,0.00655398189104382,0.00655398189104382,30.3715445168066,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,9353160352.02729,623544023.468486,15
"AUT","Austria","Fishing and aquaculture",2015,22700000,"EUR","AUT","Fishing",344269230000,0.901296,25185954.4478174,381971327954.412,0.00659367669890219,0.00659367669890219,-14.5397094560079,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,8665851486.33875,577723432.422583,15
"AUT","Austria","Fishing and aquaculture",2017,27300000,"EUR","AUT","Fishing",359048510000,0.885206,30840278.9859084,405610117870.868,0.00760342940846628,0.00760342940846628,22.4503087616003,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,11251715524.2746,750114368.284971,15
"AUT","Austria","Fishing and aquaculture",2019,33850000,"EUR","AUT","Fishing",373091240000,0.893276,37894223.0620771,417666253207.295,0.00907284770341968,0.00907284770341968,22.8725041021577,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,52005149321.203,2000198050.8155,26
"AUT","Austria","Fishing and aquaculture",2021,33190000,"EUR","AUT","Fishing",363106490000,0.845494,39255157.3399693,429460753121.844,0.00914056920326596,0.00914056920326596,3.591403036982,23.4548344859934,21544481.9794937,17885454.5454545,0.00519247903062269,0.00519247903062269,236989301.774431,404949425738.814,331895189285.714,410671915629.746,61816734035.4948,2377566693.67288,26
"AUT","Austria","Mining and quarrying",2005,986350000,"EUR","AUT","Mining",306130050000,0.8038,1227108733.5158,380853508335.407,0.322199666448949,0.322199666448949,NA,17.145378733053,1551467139.22427,1224136666.66667,0.366220567212971,0.366220567212971,4654401417.67282,404949425738.814,331895189285.714,3243222389514.18,241238697962.364,24123869796.2364,10
"AUT","Austria","Mining and quarrying",2011,1498060000,"EUR","AUT","Mining",336198820000,0.718414,2085232192.02298,467973647506.869,0.445587524667695,0.445587524667695,69.9305151262812,17.145378733053,1551467139.22427,1224136666.66667,0.366220567212971,0.366220567212971,4654401417.67282,404949425738.814,331895189285.714,3243222389514.18,383153737752.876,38315373775.2876,10
"AUT","Austria","Mining and quarrying",2017,1.188e+09,"EUR","AUT","Mining",359048510000,0.885206,1342060492.13403,405610117870.868,0.330874510522269,0.330874510522269,-35.6397576601752,17.145378733053,1551467139.22427,1224136666.66667,0.366220567212971,0.366220567212971,4654401417.67282,404949425738.814,331895189285.714,3243222389514.18,286041720226.969,26003792747.9063,11
"BEL","Belgium","Fishing and aquaculture",2000,59200000,"EUR","BEL","Fishing",329614200000,1.082705,54677867.0090191,304435834322.369,0.0179603912695509,0.0179603912695509,NA,0.376781510726097,60901429.1850932,51500000,0.0134760927886099,0.0134760927886099,669915721.036025,470476449639.621,390272793333.333,410671915629.746,6962591633.73587,366452191.249256,19
"BEL","Belgium","Fishing and aquaculture",2002,61500000,"EUR","BEL","Fishing",338926700000,1.057559,58152783.910874,320480181247.571,0.0181455164199221,0.0181455164199221,6.35525321659264,0.376781510726097,60901429.1850932,51500000,0.0134760927886099,0.0134760927886099,669915721.036025,470476449639.621,390272793333.333,410671915629.746,7080799680.56828,372673667.398331,19
"BEL","Belgium","Fishing and aquaculture",2004,55400000,"EUR","BEL","Fishing",354674100000,0.803922,68912158.1446956,441179741318.188,0.0156199733783775,0.0156199733783775,18.5019074070669,0.376781510726097,60901429.1850932,51500000,0.0134760927886099,0.0134760927886099,669915721.036025,470476449639.621,390272793333.333,410671915629.746,8053754041.06745,423881791.635129,19
"BEL","Belgium","Fishing and aquaculture",2006,56300000,"EUR","BEL","Fishing",372171400000,0.796433,70690189.8841459,467297814128.747,0.0151274385941531,0.0151274385941531,2.58014229610538,0.376781510726097,60901429.1850932,51500000,0.0134760927886099,0.0134760927886099,669915721.036025,470476449639.621,390272793333.333,410671915629.746,9150690298.95399,457534514.9477,20
"BEL","Belgium","Fishing and aquaculture",2008,41500000,"EUR","BEL","Fishing",387580200000,0.679923,61036323.2307188,570035430482.569,0.0107074613202635,0.0107074613202635,-13.6565861108152,0.376781510726097,60901429.1850932,51500000,0.0134760927886099,0.0134760927886099,669915721.036025,470476449639.621,390272793333.333,410671915629.746,10233559684.8704,487312365.946209,21
"BEL","Belgium","Fishing and aquaculture",2010,42800000,"EUR","BEL","Fishing",390625300000,0.754309,56740672.5890848,517858463839.09,0.0109567915851841,0.0109567915851841,-7.03785944870281,0.376781510726097,60901429.1850932,51500000,0.0134760927886099,0.0134760927886099,669915721.036025,470476449639.621,390272793333.333,410671915629.746,11082958926.5141,527759948.881623,21
"BEL","Belgium","Fishing and aquaculture",2012,41200000,"EUR","BEL","Fishing",4.00181e+11,0.778338,52933301.4705693,514148095043.542,0.0102953413580355,0.0102953413580355,-6.71012687158016,0.376781510726097,60901429.1850932,51500000,0.0134760927886099,0.0134760927886099,669915721.036025,470476449639.621,390272793333.333,410671915629.746,14739947599.1034,669997618.141062,22
