Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP (current LCU),NY.GDP.MKTP.CN,Guatemala,GTM,149743023000,144639135000,159908446000,171335652000,187356905000,204462894000,226134533000,257576324000,291089203000,303007101000,327762554000,364949303000,388499254000,416383221000,447326327000,476022821000,502001705000,526507414000,551368082100,593972019900,600089443300,665567936200,736108984100,..
GDP (current LCU),NY.GDP.MKTP.CN,Guinea,GIN,5232506216200,5518979789300,5829131709300,6840950000000,8157718293700,10703668446000,21727824076000,26369932404000,32047000719000,32248417681000,39243443549000,45175655671000,53358078042000,57864627320000,61573256815000,65829149255000,77087903007000,93833883938000,106845291580000,123457571240000,135612165000000,157104658970000,182569407513366,..
GDP (current LCU),NY.GDP.MKTP.CN,Guinea-Bissau,GNB,263555000000,287555000000,289838000000,276877000000,280577000000,309516000000,309467000000,333565000000,387197000000,390403000000,420515000000,518288000000,505078658700,516662157300,520872300700,619725621200,698684930600,783989395300,835741534500,843500000000,824100000000,908608274600,1018948330700,..
GDP (current LCU),NY.GDP.MKTP.CN,Guyana,GUY,130012004400,133403800000,138447850000,144064000000,156229500000,164873000000,476411796400,552603000000,616029000000,645637000000,699064000000,753107000000,830326000000,856042000000,852152000000,883787000000,925677000000,980498000000,994472000000,1078729000000,1140757000000,1676624000000,3068784000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Haiti,HTI,133691930700,150884945100,168056098790,205183619390,241564076570,274063476620,316615042440,345149437450,399233924460,471795554900,478044247100,524124004000,569992486400,642673665900,675911848200,721054964980,849404900100,990712417920,1073066120100,1263386318400,1449887922300,1693774236400,2168222876400,..
GDP (current LCU),NY.GDP.MKTP.CN,Honduras,HND,106654200000,118415700000,129166600000,142817800000,161507500000,183747400000,206288000000,233567200000,262416900000,275632200000,299286000000,335027800000,361348500000,376539400000,414633500000,460405200000,495921900000,543403000000,575284900000,614917700000,585733600000,684203800000,776635600000,..
GDP (current LCU),NY.GDP.MKTP.CN,"Hong Kong SAR, China",HKG,1337501000000,1321142000000,1297341000000,1256669000000,1316949000000,1412125000000,1503351000000,1650756000000,1707487000000,1659245000000,1776332000000,1934430000000,2037059000000,2138305000000,2260005000000,2398280000000,2490598000000,2659611000000,2835429000000,2845022000000,2675793000000,2867622000000,2818046000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Hungary,HUN,13324052000000,15398700000000,17433859000000,19130011000000,21110059000000,22594966000000,24345409000000,25741898000000,27249944000000,26520776000000,27485093000000,28538202000000,28996631000000,30351903000000,32804707000000,34965213000000,36206666000000,39274757000000,43386710000000,47674187000000,48425421000000,55198927000000,66075190000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Iceland,ISL,709561315000,802276656000,854139932000,876732708000,970421488000,1061428264000,1225716056000,1386951246000,1589625135000,1626390727000,1680966939000,1765008670000,1845159750000,1970145725000,2086359608000,2310847787000,2512054819000,2641959405000,2844054748000,3026099913000,2920473195000,3250399268000,3796566848000,..
GDP (current LCU),NY.GDP.MKTP.CN,India,IND,21398856906000,23152429571000,24926137847000,27925301414000,31863319238000,36321246607000,42546289838000,48986620591000,55141523847000,63664065417000,76344721044000,87363287114000,99440131062000,112335216120000,124679592930000,137718738790000,153916690150000,170900423610000,188996684450000,201035928570000,198299270530000,234710117360000,272407121723700,..
GDP (current LCU),NY.GDP.MKTP.CN,Indonesia,IDN,1.3897699E+15,1.646322E+15,1.8218334E+15,2.0136746E+15,2.2958262E+15,2.7742811E+15,3.3392168E+15,3.9508932E+15,4.9486883972E+15,5.6062033658E+15,6.8641331E+15,7.831726E+15,8.6157045E+15,9.546134E+15,1.05697053E+16,1.15263328E+16,1.24017285E+16,1.35898257E+16,1.4838756E+16,1.58326572E+16,1.54433532E+16,1.69766908E+16,1.95884456E+16,..
GDP (current LCU),NY.GDP.MKTP.CN,"Iran, Islamic Rep.",IRN,628070077410000,738307447970000,1.0236130095E+15,1.2581287416E+15,1.6370321067E+15,2.0299076605E+15,2.4422121132E+15,3.2473042552E+15,3.887723271E+15,4.1074662219E+15,5.035812289E+15,6.89599970641212E+15,7.89567680194338E+15,1.06349977961169E+16,1.22547075850814E+16,1.21038900865717E+16,1.44088908141246E+16,1.67364189901866E+16,2.16270699687997E+16,2.73640132470194E+16,4.07913768579528E+16,6.67745028405847E+16,1.04350049951473E+17,..
GDP (current LCU),NY.GDP.MKTP.CN,Iraq,IRQ,50213699900000,41314568500000,41022927400000,29585788600000,53235358700000,73533598600000,95587954800000,111455813400000,157026061600000,130643200400000,162064565500000,217327107400000,254225490700000,273587529200000,266332655100000,194680971800000,196924141700000,221665709500000,268918874000000,276157867600000,215661517000000,301152819000000,383064152000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Ireland,IRL,108495289000,122089174000,135997894000,145576854000,156259951000,170306765000,184916243000,197069396000,187282983000,169519713000,167391394000,171823511000,175218480000,179285627000,195469876000,263506832000,269724840000,298528309000,327441366000,356357386000,375249648000,434069740000,506282419000,..
GDP (current LCU),NY.GDP.MKTP.CN,Isle of Man,IMN,1058134000,1159235000,1261677000,1379730000,1530565000,1667820000,1860211000,2232157000,3225061000,3522159000,3831539000,4097902000,4235229000,4478379000,4684659000,4637321000,5070660000,5423135000,5615231000,5730875000,5213696000,..,..,..
GDP (current LCU),NY.GDP.MKTP.CN,Israel,ISR,554658652000,566237877000,592512219000,597952947000,627359651000,660068849000,707003822000,756104521000,791265462000,833529792000,891237382000,954615753000,1011340215000,1075041111000,1124649387000,1179320725000,1237057240000,1289524316000,1352532822000,1434617152000,1422635043000,1578037629000,1763805784000,..
GDP (current LCU),NY.GDP.MKTP.CN,Italy,ITA,1241512900000,1304136800000,1350258900000,1394693200000,1452319000000,1493635300000,1552686800000,1614839800000,1637699400000,1577255900000,1611279400000,1648755800000,1624358700000,1612751300000,1627405600000,1655355000000,1695786800000,1736592800000,1771391200000,1796648500000,1661239800000,1822344500000,1946479100000,..
GDP (current LCU),NY.GDP.MKTP.CN,Jamaica,JAM,387089000000,422923000000,470555000000,544510000000,622661000000,700276000000,784336000000,885632000000,997444000000,1065317000000,1152781000000,1240702000000,1314126000000,1432096000000,1541903000000,1659677000000,1760975000000,1895025000000,2027251000000,2110433000000,1966928000000,2210219000000,2623255000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Japan,JPN,535417700000000,531653900000000,524478700000000,523968600000000,529400900000000,532515600000000,535170200000000,539281700000000,527823800000000,494938400000000,505530600000000,497448900000000,500474700000000,508700600000000,518811000000000,538032300000000,544364600000000,553073000000000,556630100000000,557910800000000,539808200000000,552571400000000,559710100000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Jordan,JOR,5998700000,6363700000,6794000000,7228700000,8090900000,8925600000,10675400000,12131300000,16080143000,17421892000,19265001000,20962145900,22460538800,24462652500,26161826900,27396782700,28323711300,29541989500,30793311100,31597000000,31027272000,32870231100,34543901064.2542,..
GDP (current LCU),NY.GDP.MKTP.CN,Kazakhstan,KAZ,2599901600000,3250593300000,3776277300000,4611975300000,5870134300000,7590593500000,10213731200000,12849794000000,16052919200000,17007647000000,21815517000000,28243052700000,31015186600000,35999025100000,39675832900000,40884133600000,46971150000000,54378857800000,61819536400000,69532626500000,70649033200000,83951587900000,103765518200000,..
GDP (current LCU),NY.GDP.MKTP.CN,Kenya,KEN,967836930000,1020221000000,1035373000000,1131782000000,1274329000000,1415725000000,1862041000000,2151349000000,2483058000000,3275642000000,3597630000000,4162514000000,4767191000000,5311322000000,6003835000000,6884317000000,7594064000000,8483396000000,9340307000000,10237727000000,10715070000000,12027662000000,13368340000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Kiribati,KIR,116000000,122000000,132884800,139128500,139198700,146839400,146392000,158556000,168151000,169788800,169307800,175155500,183144800,191157700,197320400,226674400,240131400,246000000,263000000,252000000,258000000,303000000,322000000,..
GDP (current LCU),NY.GDP.MKTP.CN,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current LCU),NY.GDP.MKTP.CN,"Korea, Rep.",KOR,651634400000000,707021300000000,784741300000000,837365000000000,908439200000000,957447800000000,1.0056015E+15,1.0896602E+15,1.1542165E+15,1.2053477E+15,1.3226112E+15,1.3889372E+15,1.4401114E+15,1.5008191E+15,1.5629289E+15,1.6580204E+15,1.7407796E+15,1.8356982E+15,1.8981926E+15,1.9244981E+15,1.9407262E+15,2.0801985E+15,2.1617739E+15,..
GDP (current LCU),NY.GDP.MKTP.CN,Kosovo,XKX,..,..,..,..,..,..,..,..,3537599000,3610441000,4030990000,4555904000,4797274000,5071332000,5325095000,5674423000,6037271000,6356456000,6671521000,7056172000,6771602000,7957875000,8936177000,..
GDP (current LCU),NY.GDP.MKTP.CN,Kuwait,KWT,11570300000,10700000000,11590000000,14267200000,17516700000,23593200000,29469500000,32580600000,39619800000,30496200000,33079200000,42522800000,48722300000,49392100000,46284900000,34473300000,33055700000,36610565200,41731084900,41349336400,32445021100,41441000000,53705000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Kyrgyz Republic,KGZ,65357700000,73883500000,75366800000,83871400000,94350700000,100899200000,113800100000,141897700000,187991900000,201222900000,220369300000,285989100000,310471300000,355294800000,400694000000,430489400000,476331200000,530475700000,569385600000,654015200000,639688600000,782854300000,971034900000,..
GDP (current LCU),NY.GDP.MKTP.CN,Lao PDR,LAO,13638378021000,15701800000000,17681982600000,21277279467000,25049270658000,29147834246000,35081076407000,40553790510000,47602813795000,49673414248000,58866800648000,70256887355000,81609860356000,93867573852000,106797293550000,117252000000000,129279000000000,140749000000000,152414000000000,162657000000000,171705383000000,182584101000000,217107907000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Latvia,LVA,6868490000,7470967000,8406365000,9571793000,11096723000,13662280000,17199979000,22703836000,24527909000,19000008000,18087980000,19763840000,21924455000,22749010000,23625802000,24572126000,25371324000,26984433000,29153556000,30572869000,30109462000,33348932000,38870028000,..
GDP (current LCU),NY.GDP.MKTP.CN,Lebanon,LBN,26020000000000,26607000000000,28872000000000,30275000000000,31898440698000,32407234772000,33199235101000,37427237685000,43896766029000,53364871265000,57954189866000,60190142387000,66355325270000,70671755394000,72503534723000,75268476789000,77104567977000,79939228634000,82764040127000,80195660490000,116954329000000,271915973000000,..,..
GDP (current LCU),NY.GDP.MKTP.CN,Lesotho,LSO,6157651700,7108593800,8177271600,8758658800,9761984300,10698574300,12189415000,11851232400,14596777300,14751776400,16357954100,18726255900,20346890600,22840746100,26492017600,30107080100,31353871100,30727156300,33829187500,34126707000,34034351600,34711730500,36584527300,..
GDP (current LCU),NY.GDP.MKTP.CN,Liberia,LBR,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3039982500,3509000000,4001046970,..
GDP (current LCU),NY.GDP.MKTP.CN,Libya,LBY,19602000000,20640000000,26012000000,33620000000,43059000000,61932000000,78938100000,85901500000,106096000000,76225600000,95491600000,58966500000,116755200000,95823400000,73000700000,67289100000,69396200000,93605400000,104673900000,96835500000,65001000000,179667000000,220214000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Liechtenstein,LIE,4194900000,4205200000,4190500000,4135300000,4295500000,4556500000,5015500000,5523400000,5503700000,4901400000,5300400000,5097100000,5116100000,5924500000,6099300000,6032700000,6146200000,6375200000,6544600000,6396400000,6014100000,7046100000,..,..
GDP (current LCU),NY.GDP.MKTP.CN,Lithuania,LTU,13351454000,14177014000,15182389000,16649996000,18219669000,20979923000,24053291000,29011219000,32660067000,26897015000,28033833000,31317168000,33410163000,35039541000,36581311000,37345698000,38889862000,42276297000,45515226000,48959160000,49873172000,56478107000,67399062000,..
GDP (current LCU),NY.GDP.MKTP.CN,Luxembourg,LUX,22986027000,23879889000,25011094000,26227287000,28189387000,30280986000,34175045000,37641903000,40009559000,39050743000,42402715000,44323466000,46526238000,49094489000,51791322000,54142304000,56208068000,58168784000,60121164000,62431529000,64524267000,72360860000,77529000000,..
GDP (current LCU),NY.GDP.MKTP.CN,"Macao SAR, China",MAC,54369000000,55112000000,59220000000,66147000000,85382000000,97415000000,119014000000,148181000000,168639000000,172363000000,225997000000,295438000000,345080000000,411739000000,438516000000,359708000000,360344000000,404381000000,445527000000,444540000000,202471000000,247926000000,193906000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Madagascar,MDG,6265668346500,7166084523000,7312517881300,7891241683000,9465265240700,11736268677000,13701545531000,15974088180000,18322512467000,18812595596000,20863367561000,23393792065000,25415464299000,27417720539000,30240583633000,33216175582000,37637585996000,41058842552000,45886302017000,51035216506000,49435649383000,55744385864000,62680860911240,..
GDP (current LCU),NY.GDP.MKTP.CN,Malawi,MWI,151080955400,180349563400,390113132800,455035943900,550920593200,630038654600,791364591300,902893964000,1088154018100,1271897950800,1524177906400,1823114919200,2185457550900,2926763440900,3739646523700,4606103177100,5679325217400,6531224000000,7235940000000,8219853000000,9036385000000,10156208000000,12493783000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Malaysia,MYS,356401000000,352579000000,383213000000,418769000000,474048000000,543578000000,596784000000,665340000000,769949000000,712857000000,821434000000,911733000000,971252000000,1018614000000,1106443000000,1176941187000,1249697694000,1372309832000,1447759635000,1512737754000,1418490911000,1548898030000,1791357528000,..
GDP (current LCU),NY.GDP.MKTP.CN,Maldives,MDV,7348448200,10651000000,11482000000,13467149516.4464,15703418429.6377,14891039159.3943,20162565003.9667,23915308285.9964,29077071208.2527,30019774446.9517,33128653547.6667,40511084367.1198,44345433581.4293,50633451385.4868,56866746459.7965,63455345610.5951,67773797492.7978,74110201545.9237,83177380050.7602,88079030673.8162,57104573453.1511,80773786471.8915,94945304410.0204,..
GDP (current LCU),NY.GDP.MKTP.CN,Mali,MLI,2103270238000,2540202707500,2711115443400,2733678207000,2876233000000,3294055000000,3607837000000,3903961000000,4387928186200,4812024616500,5288939000000,6123929000000,6352360000000,6540560000000,7092793000000,7747690000000,8311915000000,8922205000000,9481952937800,10124689257000,10052835647000,10707689833000,11743634002838.8,..
GDP (current LCU),NY.GDP.MKTP.CN,Malta,MLT,4153347577.25673,4285837182.61129,4515597860.48418,4787522734.83323,4895548668.49716,5159253744.03766,5403002129.85784,5790276387.80313,6206020687.90188,6259644872.2506,6815803641.69916,6924597593.59516,7364460035.40635,7944345732.67431,8751102047.10707,9996709856.47688,10541130290.478,11936597419.9444,13044024383.0367,14285608022.074,13353750729.3643,15292623516.7938,17212471076.2957,..
GDP (current LCU),NY.GDP.MKTP.CN,Marshall Islands,MHL,115347500,122824000,131738200,131398500,132934600,137666300,142745200,149870000,145969100,150624900,160318500,171567100,179855800,185468000,185172900,182997300,200716000,212701200,219430038.452148,231996704.101563,240751144.40918,257784881.591797,258774475.097656,..
GDP (current LCU),NY.GDP.MKTP.CN,Mauritania,MRT,42516905600,44634477800,48289612500,53951335500,62684948400,77980678600,105279845900,112387258000,124019067700,123694877400,155297484400,190166085500,199572130500,217184508000,199572600000,200220600000,225473200000,243406900000,266637600000,289665500000,307210500000,332595400000,361696335150.565,..
GDP (current LCU),NY.GDP.MKTP.CN,Mauritius,MUS,122410117200,134391830500,145055337400,162290576600,180908355100,191393481100,222870000000,255211000000,284254000000,291756000000,307957000000,330647000000,350644000000,377411000000,400351000000,420936000000,447620000000,472861000000,500047000000,512108000000,448874000000,478807000000,572111000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Mexico,MEX,7016603942000,7437107660000,7827757973000,8259533149000,9248389798000,9999598960000,11120115768000,12046753155000,12927761289000,12749117923000,13968149526000,15268436665000,16529124024000,16954005681000,18137650609000,19228614671000,20758790505000,22536210257000,24176670376000,25143134201000,24079804339000,26608701425000,29503758304000,..
GDP (current LCU),NY.GDP.MKTP.CN,"Micronesia, Fed. Sts.",FSM,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,416000000,408000000,406000000,424000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Moldova,MDA,16019558000,19051531000,22555858000,27619000000,32032000000,37652000000,44754000000,53430000000,62922000000,60429803000,86275377400,98772813600,105480183900,119532870700,131964258400,146740205200,159010419100,176007292900,189062627300,206256239200,199733683700,242078629000,274207499000,..
GDP (current LCU),NY.GDP.MKTP.CN,Monaco,MCO,2874000000,2985300000,3087700000,3180000000,3250700000,3379700000,3653100000,4287400000,4421500000,3924900000,4048800000,4374200000,4469800000,4936000000,5321300000,5643600000,5841200000,5693000000,6081900000,6595900000,5900600000,7293300000,8341500000,..
GDP (current LCU),NY.GDP.MKTP.CN,Mongolia,MNG,1224062063100,1391878162500,1550609921100,1829072230300,2361156946300,3041405736500,4027558620100,4956647181200,6555569353600,6590637139700,9756588400000,13173763400000,16688419554000,19174242645000,22227054279000,22894780891000,23931342642000,28010710566000,32582629019000,37839225358000,37453275328000,43555484407000,53851544500000,..
GDP (current LCU),NY.GDP.MKTP.CN,Montenegro,MNE,1065699000,1295110000,1360353000,1510128000,1669783000,1814994000,2169629000,2689128000,3103332000,2993886000,3125090000,3264781000,3181477000,3362481000,3457922000,3654512000,3954211000,4299091000,4663130000,4950717000,4185553000,4955116000,5924018000,..
GDP (current LCU),NY.GDP.MKTP.CN,Morocco,MAR,457103481100,495426125000,518837735100,555595350000,586301365800,610379364600,667442466200,712306259300,789160621300,815015565700,848999414900,890538547400,922703408000,972847042400,1001454000000,1078119000000,1094249000000,1148895000000,1195237000000,1239836000000,1152477000000,1274727000000,1330158000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Mozambique,MOZ,90307729900,116978761400,140902062600,156571193600,179233890400,204516281100,241557230800,279371709900,313972580300,337481536000,387549074600,424947383000,473491595600,517732700300,563666356000,648075352100,761028906900,843423195300,905940307600,970297226600,988863485400,1058441811500,1175291808600,..
GDP (current LCU),NY.GDP.MKTP.CN,Myanmar,MMR,2552732500000,3548472200000,5625254700000,7716616200000,9078928500000,12286765400000,16852757800000,23336112700000,29233288000000,33894039100000,39776764900000,46307887700000,51259260000000,58011626000000,65261890200000,72714021200000,79690363000000,89547993900000,100244307200000,112633324500000,107916476500000,113480192800000,125338951900000,..
GDP (current LCU),NY.GDP.MKTP.CN,Namibia,NAM,27219616600,30625794400,35302751800,37267277400,42693441700,46223734400,54148842400,62357555400,71026304000,76184185600,83795110900,91420837000,106863600500,117423149200,134835972800,146018649600,157707675300,171570012800,181067043600,181210794000,174243078100,183939687500,211234804595.947,..
GDP (current LCU),NY.GDP.MKTP.CN,Nauru,NRU,..,..,..,..,43000000,40000000,39000000,29000000,42000000,60000000,54000000,66000000,98000000,92000000,108000000,102000000,134000000,145000000,169000000,175000000,186000000,195000000,209000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Nepal,NPL,379488000000,441518545600,459443000000,492231000000,536749000000,589412000000,654084000000,727827000000,815658000000,988272000000,1192774000000,1559222569200,1758379177900,1949294818500,2232525283500,2423638482800,2608184437700,3077144919300,3455949289800,3858930402400,3888703650900,4352550241000,4933696581300,..
GDP (current LCU),NY.GDP.MKTP.CN,Netherlands,NLD,452007000000,481881000000,501137000000,512810000000,529286000000,550883000000,584546000000,619170000000,647198000000,624842000000,639187000000,650359000000,652966000000,660463000000,671560000000,690008000000,708337000000,738146000000,773987000000,813055000000,796530000000,870587000000,958549000000,..
GDP (current LCU),NY.GDP.MKTP.CN,New Caledonia,NCL,441871689700,439382912200,471996332200,518544966900,565527882900,598402122300,663296638900,767977072000,735713380100,744715000000,842913000000,887425000000,897146000000,912104000000,955285000000,939822000000,940568000000,969083000000,1000000000000,1010000000000,990000000000,1016000000000,1092000000000,..
GDP (current LCU),NY.GDP.MKTP.CN,New Zealand,NZL,119839000000,128712000000,135181000000,144502000000,154559000000,162937000000,172004000000,186673000000,189406000000,194307000000,203342000000,213025000000,217489000000,232793000000,242670000000,255340000000,271271000000,290709000000,306231000000,323447000000,327795000000,361299000000,391301874951.468,..
GDP (current LCU),NY.GDP.MKTP.CN,Nicaragua,NIC,64812005100,71563317800,74445035500,80390359200,92323401500,105776805200,118838000000,136950000000,164602000000,168792000000,187053000000,219182000000,247993000000,271530000000,308403000000,347707000000,380261000000,414280000000,410988000000,420614000000,435395000000,497525000000,562209000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Niger,NER,1592111000000,1793433000000,1930044000000,1968221000000,1983025000000,2311140000000,2484845000000,2743282000000,3254730000000,3457659000000,3884725000000,4134241000000,4812970000000,5050073000000,5363658000000,5725216000000,6162424000000,6494706283190.84,7130436979398.65,7552132556043.4,7911229969663.47,8270826368456.92,9569895311424.1,..
GDP (current LCU),NY.GDP.MKTP.CN,Nigeria,NGA,7062751068400,8234493679700,11501450399000,13556973688000,18124060020000,23121878997000,30375178717000,34675943737000,39954211886000,43461458621000,54612264177000,63134734885000,72351452212000,81009964620000,90136984656000,95177735684000,102575418030000,114899249900000,129086907450000,145639139380000,154252318900000,176075501870000,202365026790000,..
GDP (current LCU),NY.GDP.MKTP.CN,North Macedonia,MKD,248646000000,252393000000,258581000000,268694000000,280786000000,308447000000,334840000000,372889000000,414890000000,414622000000,437296000000,464186000000,466703000000,501891000000,527631000000,558954000000,594795000000,618106000000,660878000000,692683000000,669280177800,729444530815.494,794798212000,..
GDP (current LCU),NY.GDP.MKTP.CN,Northern Mariana Islands,MNP,..,..,1284000000,1239000000,1210000000,1061000000,990000000,938000000,939000000,795000000,799000000,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1301000000,1181000000,858000000,..,..,..
GDP (current LCU),NY.GDP.MKTP.CN,Norway,NOR,1509132000000,1566708000000,1564145000000,1624095000000,1788123000000,1997037000000,2224871000000,2360174000000,2622135000000,2439712000000,2605351000000,2809929000000,2983082000000,3090335000000,3161776000000,3130183000000,3116035000000,3323103000000,3576581000000,3596937000000,3461575000000,4323931000000,5704556000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Oman,OMN,7500615500,7479294200,7744889700,8318160800,9521647600,11951025800,14309467300,16181828400,23418146500,18605325800,24990000000,29797800000,33608700000,34580400000,35642800000,30264300000,28887000000,31089400000,35184000000,33859400000,29187163400,33909815300,44089600000,..
GDP (current LCU),NY.GDP.MKTP.CN,Pakistan,PAK,5147094961300,5655817907900,6030116987000,6581622987800,7611677902900,8619231796800,9689070773700,11165234339600,12647136760800,14705697558500,16507053350300,19731030411400,22344639137200,25042169405200,27952815352700,30425879918400,32725049000000,35552819000000,39189810000000,43798401000000,47540409000000,55836225000000,66623563947700,..
GDP (current LCU),NY.GDP.MKTP.CN,Palau,PLW,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285600000,288546281.25,281970375,257885921.875,232903015.625,..,..
GDP (current LCU),NY.GDP.MKTP.CN,Panama,PAN,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,67294169200,69721787500,57086836900,67406738100,76522511800,..
GDP (current LCU),NY.GDP.MKTP.CN,Papua New Guinea,PNG,9735800000,10396300000,11655500000,12567346700,12652124500,15094000000,25538749000,28304313400,31512437600,32013264100,38752078700,42642222800,44371635600,47721285900,57130774000,60139423700,65038163500,72521646100,79404670700,83845179700,82515000000,91625732515.011,111241167818.15,..
GDP (current LCU),NY.GDP.MKTP.CN,Paraguay,PRY,30874087613300,34883186504100,41135696942300,49411959699800,57501991731700,66335828408400,75681657797800,89866048799900,107403590628100,111030933590100,129092883480000,141486449392600,147225506094700,166350805107500,180174060966200,188477326977400,204647273075000,219122277202800,230576477470400,236681497060700,239914728793800,270633896196500,291336457145400,..
GDP (current LCU),NY.GDP.MKTP.CN,Peru,PER,180584000000,182527000000,192691000000,204337000000,227935000000,250749000000,290271000000,319693000000,352719000000,363943000000,416784000000,473049000000,508131000000,543556000000,570041000000,604416000000,647668000000,687989000000,731588000000,761984000000,705795000000,868149000000,930536000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Philippines,PHL,3697556200000,4024398940200,4350559772100,4717808940500,5323904177200,5917282301200,6550417112900,7198244887800,8050200620600,8390421456300,9399450758100,10144661327000,11060588831000,12050591984000,13206828252000,13944157448000,15132381470000,16556651083000,18265190258000,19517863172000,17951573570000,19410614486000,22024515001000,..
GDP (current LCU),NY.GDP.MKTP.CN,Poland,POL,748483000000,781548000000,812214000000,847152000000,933091000000,990530000000,1069431000000,1187508000000,1285571000000,1372025000000,1434368000000,1553641000000,1612739000000,1630126000000,1700552000000,1798471000000,1853205000000,1982794000000,2126506000000,2288492000000,2337672000000,2631302000000,3067495000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Portugal,PRT,128414445000,135775009000,142554263000,146067858000,152248388000,158552704000,166260469000,175483401000,179102781000,175416437000,179610779000,176096171000,168295569000,170492269000,173053691000,179713159000,186489811000,195947210000,205184124000,214374620000,200518859000,216053209000,242340811000,..
GDP (current LCU),NY.GDP.MKTP.CN,Puerto Rico,PRI,61701800000,69208400000,71623500000,74827400000,80322313000,83914521300,87276164400,89524131600,93639300000,96385600000,98381300000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445500000,100958100000,105126400000,103130900000,106368900000,113434800000,..
GDP (current LCU),NY.GDP.MKTP.CN,Qatar,QAT,64646000000,63840000000,70484000000,85663000000,115512000000,162091000000,221611000000,290152000000,419583000000,355986000000,455445195100,610701977800,680073948600,723368620400,750657538800,588733438300,552305142000,586400804900,667339231900,641991414388.257,525657362576.784,654224514779.639,859980222336.338,..
GDP (current LCU),NY.GDP.MKTP.CN,Romania,ROU,80873100000,117391400000,152271500000,191917600000,244688300000,286861900000,342762600000,425691100000,539834600000,530894400000,540336300000,587203300000,621268700000,631602900000,668876400000,712543600000,752116400000,851619700000,959058600000,1063794600000,1066780500000,1189089800000,1409783900000,..
GDP (current LCU),NY.GDP.MKTP.CN,Russian Federation,RUS,7305646300000,8943582400000,10830500000000,13208233779000,17027190860000,21609765489000,26917201375000,33247513229000,41276849187000,38807218575000,46308541190000,60114000000000,68103400000000,72985700000000,79030000000000,83087400000000,85616100000000,91843200000000,103861700000000,109608300000000,107658100000000,135295000000000,153435200000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Rwanda,RWA,806264000000,871241000000,934621000000,1149697000000,1372390000000,1636651000000,1831664000000,2226515000000,2832801000000,3224939000000,3571803000000,4133406000000,4702715000000,5057173000000,5623128000000,6150928000000,6845994000000,7694234000000,8297715000000,9304974000000,9595310000000,10928770000000,13714936000000,..
GDP (current LCU),NY.GDP.MKTP.CN,Samoa,WSM,822127100,912608700,978472000,1055702000,1165266700,1292275900,1389438100,1500746900,1695847600,1714959100,1726339600,1776475900,1779035300,1822730200,1850411400,1997846300,2205778900,2243618500,2254415800,2390088800,2344130500,2169453400,2170167100,..
GDP (current LCU),NY.GDP.MKTP.CN,San Marino,SMR,1091000000,1183000000,1215000000,1293000000,1379000000,1436000000,1521000000,1597000000,1634000000,1480000000,1419000000,1303000000,1249000000,1264000000,1260000000,1279300507.3,1326532027.7,1353143902.3,1401708778.9,1443741367.8,1352406806.4,1568726185.4,..,..
